ground_truth
"{'id': '56be4db0acb8001400a502ec', 'answers': {'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}}"
"{'id': '5725b5a689a1e219009abd29', 'answers': {'text': ['They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.', 'multilateral', 'They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights', 'multilateral negotiations', 'multilateral'], 'answer_start': [430, 383, 430, 383, 383]}}"
"{'id': '5725b5a689a1e219009abd2a', 'answers': {'text': ['January 18, 1974,', 'January 18, 1974', 'January 18, 1974', 'January 18, 1974', 'January 18, 1974'], 'answer_start': [519, 519, 519, 519, 519]}}"
"{'id': '5725b5a689a1e219009abd2b', 'answers': {'text': ['March 1974', 'March 1974', 'March 1974', 'March 1974.', 'March 1974'], 'answer_start': [782, 782, 782, 782, 782]}}"
"{'id': '5725b76389a1e219009abd4a', 'answers': {'text': ['On August 15, 1971', 'August 15, 1971', 'August 15, 1971', 'August 15, 1971', 'August 15, 1971'], 'answer_start': [0, 3, 3, 3, 3]}}"
"{'id': '5725b76389a1e219009abd4b', 'answers': {'text': ['to ""float"" (rise and fall according to market demand)', '(rise and fall according to market demand', 'rise and fall according to market demand', 'rise and fall according to market demand', 'rise and fall according to market demand'], 'answer_start': [277, 288, 289, 289, 289]}}"
"{'id': '5725b76389a1e219009abd4c', 'answers': {'text': ['industrialized nations increased their reserves', 'industrialized nations increased their reserves (by expanding their money supplies) in amounts far greater than before', 'industrialized nations increased their reserves', 'industrialized nations increased their reserves', 'the industrialized nations increased their reserves'], 'answer_start': [560, 560, 560, 560, 556]}}"
"{'id': '5725b76389a1e219009abd4d', 'answers': {'text': ['In September 1971', 'September 1971', 'September 1971', 'September 1971', 'September 1971'], 'answer_start': [843, 846, 846, 846, 846]}}"
"{'id': '5725b76389a1e219009abd4e', 'answers': {'text': [""oil was priced in dollars, oil producers' real income decreased"", ""Because oil was priced in dollars, oil producers' real income decreased."", ""Because oil was priced in dollars, oil producers' real income decreased"", ""Because oil was priced in dollars, oil producers' real income decreased"", ""Because oil was priced in dollars, oil producers' real income decreased""], 'answer_start': [778, 770, 770, 770, 770]}}"
"{'id': '5725b92e38643c19005acbd3', 'answers': {'text': ['risen by less than two percent per year', 'less than two percent per year', 'less than two percent per year', 'by less than two percent per year', 'less than two percent per year'], 'answer_start': [159, 168, 168, 165, 168]}}"
"{'id': '5725b92e38643c19005acbd4', 'answers': {'text': ['After 1971', '1973–1974', '1971', 'After 1971', '1971'], 'answer_start': [37, 485, 43, 37, 43]}}"
"{'id': '5725b92e38643c19005acbd5', 'answers': {'text': ['1973–1974', '1974', '1973–1974', '1973–1974', '1973–1974'], 'answer_start': [485, 490, 485, 485, 485]}}"
"{'id': '5725b92e38643c19005acbd6', 'answers': {'text': ['Until the oil shock', 'the oil shock', 'the oil shock', 'Until the oil shock', 'the oil shock'], 'answer_start': [200, 206, 206, 200, 206]}}"
"{'id': '5725bad5271a42140099d0bd', 'answers': {'text': ['On October 6, 1973', 'October 6, 1973', 'October 6, 1973', 'October 6, 1973', 'October 6, 1973'], 'answer_start': [0, 3, 3, 3, 3]}}"
"{'id': '5725bad5271a42140099d0be', 'answers': {'text': ['Iran', 'Iran', 'Iran', 'Iran', 'Iran'], 'answer_start': [255, 255, 255, 255, 255]}}"
"{'id': '5725bad5271a42140099d0bf', 'answers': {'text': ['ten times more', 'ten', 'a hundred', 'ten'], 'answer_start': [766, 766, 649, 766]}}"
"{'id': '5725bad5271a42140099d0c0', 'answers': {'text': ['Iran', 'Iran', 'Iran', 'Iran', 'Iran'], 'answer_start': [255, 255, 255, 255, 350]}}"
"{'id': '5725bad5271a42140099d0c1', 'answers': {'text': ['renewal of hostilities in the Arab–Israeli conflict', 'renewal of hostilities', '.', 'the Arab–Israeli conflict released the underlying economic pressure on oil prices'], 'answer_start': [133, 133, 323, 159]}}"
"{'id': '5725bcb6271a42140099d0eb', 'answers': {'text': ['In response to American aid to Israel', 'In response to American aid to Israel', 'In response to American aid to Israel', 'In response to American aid to Israel', 'American aid to Israel'], 'answer_start': [0, 0, 0, 0, 15]}}"
"{'id': '5725bcb6271a42140099d0ec', 'answers': {'text': ['October 16, 1973,', 'October 16, 1973', 'October 16, 1973', 'October 16, 1973', 'October 16, 1973'], 'answer_start': [42, 42, 42, 42, 42]}}"
"{'id': '5725bcb6271a42140099d0ed', 'answers': {'text': ['until their economic and political objectives were met', 'In response to American aid to Israel', 'OPEC raised the posted price of oil', 'until their economic and political objectives were met'], 'answer_start': [308, 0, 60, 308]}}"
"{'id': '5725bcb6271a42140099d0ee', 'answers': {'text': ['$2.2 billion', '$2.2 billion', '$2.2 billion', '$2.2 billion', '$2.2 billion'], 'answer_start': [419, 419, 419, 419, 419]}}"
"{'id': '5725bcb6271a42140099d0ef', 'answers': {'text': ['American aid to Israel', 'Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel', 'OAPEC proclaimed the embargo that curbed exports to various countries and blocked all oil deliveries to the US as a ""principal hostile country', 'OAPEC proclaimed the embargo that curbed exports to various countries', 'American aid to Israel'], 'answer_start': [15, 379, 879, 879, 15]}}"
"{'id': '57261dab38643c19005ad037', 'answers': {'text': ['over 100 billion dollars', 'over 100 billion dollars', 'over 100 billion dollars', 'over 100 billion dollars', '100 billion dollars'], 'answer_start': [342, 342, 342, 342, 347]}}"
"{'id': '57261dab38643c19005ad038', 'answers': {'text': ['Al-Qaeda and the Taliban', 'violent Sunni extremist groups such as Al-Qaeda and the Taliban', 'Al-Qaeda and the Taliban', 'Al-Qaeda and the Taliban', 'Al-Qaeda and the Taliban'], 'answer_start': [625, 586, 625, 625, 625]}}"
"{'id': '57261dab38643c19005ad039', 'answers': {'text': ['Middle East', 'Middle East', 'Middle East', 'Middle East', 'Middle East'], 'answer_start': [310, 310, 310, 310, 310]}}"
"{'id': '57261dab38643c19005ad03a', 'answers': {'text': ['shrinking Western demand', 'shrinking Western demand', 'economies had been caught between higher oil prices and lower prices for their own export commodities', 'economies had been caught between higher oil prices and lower prices for their own export commodities', 'shrinking Western demand'], 'answer_start': [198, 198, 90, 90, 198]}}"
"{'id': '57261dab38643c19005ad03b', 'answers': {'text': ['Wahhabism', 'Wahhabism', 'Wahhabism', 'Wahhabism', 'Wahhabism'], 'answer_start': [462, 462, 462, 462, 462]}}"
"{'id': '57261f9f271a42140099d4a9', 'answers': {'text': ['distribution and price disruptions', 'reduced productivity', 'distribution and price disruptions', 'distribution and price disruptions'], 'answer_start': [417, 528, 417, 417]}}"
"{'id': '57261f9f271a42140099d4aa', 'answers': {'text': ['USSR', 'USSR', 'USSR', 'USSR', 'USSR'], 'answer_start': [234, 234, 234, 234, 234]}}"
"{'id': '57261f9f271a42140099d4ab', 'answers': {'text': ['1973', '1973', '1973', '1973'], 'answer_start': [136, 136, 136, 136]}}"
"{'id': '57261f9f271a42140099d4ac', 'answers': {'text': ['Kissinger', 'Kissinger', 'Kissinger', ""Kissinger's"", 'Kissinger'], 'answer_start': [372, 372, 372, 372, 372]}}"
"{'id': '5726241189a1e219009ac2de', 'answers': {'text': ['The embargo', 'The embargo', 'The embargo', 'The embargo', 'embargo'], 'answer_start': [0, 0, 0, 0, 4]}}"
"{'id': '5726241189a1e219009ac2df', 'answers': {'text': ['automobiles', 'automobiles', 'automobiles', 'automobiles', 'automobiles'], 'answer_start': [237, 237, 237, 237, 237]}}"
"{'id': '5726241189a1e219009ac2e0', 'answers': {'text': ['Macroeconomic problems', 'Macroeconomic', 'Macroeconomic', 'Macroeconomic', 'Macroeconomic'], 'answer_start': [250, 250, 250, 250, 250]}}"
"{'id': '5726241189a1e219009ac2e1', 'answers': {'text': ['Arctic', 'Arctic', 'Arctic', 'the Arctic', 'the Arctic'], 'answer_start': [445, 445, 445, 441, 441]}}"
"{'id': '5726241189a1e219009ac2e2', 'answers': {'text': ['five to ten years', 'five to ten years', 'five to ten years', 'five to ten years', 'five to ten years'], 'answer_start': [508, 508, 508, 508, 508]}}"
"{'id': '5726487b5951b619008f6edd', 'answers': {'text': ['Netherlands', 'Netherlands', 'the Netherlands', 'the Netherlands'], 'answer_start': [109, 109, 105, 105]}}"
"{'id': '5726487b5951b619008f6ede', 'answers': {'text': ['America', 'America', 'America', 'America'], 'answer_start': [229, 229, 229, 229]}}"
"{'id': '5726487b5951b619008f6edf', 'answers': {'text': ['UK', 'UK', 'The UK', 'The UK'], 'answer_start': [377, 377, 373, 373]}}"
"{'id': '5726487b5951b619008f6ee0', 'answers': {'text': ['Israel', 'Israel', 'Israelis', 'the Israelis'], 'answer_start': [568, 467, 467, 463]}}"
"{'id': '5726487b5951b619008f6ee1', 'answers': {'text': ['Ted Heath', 'Ted Heath', 'Ted Heath', 'Ted Heath'], 'answer_start': [515, 515, 515, 515]}}"
"{'id': '572649d8f1498d1400e8db36', 'answers': {'text': ['UK', 'UK', 'UK', 'the UK', 'UK'], 'answer_start': [56, 56, 56, 52, 56]}}"
"{'id': '572649d8f1498d1400e8db37', 'answers': {'text': ['a series of strikes', 'a series of strikes by coal miners and railroad workers', 'a series of strikes by coal miners and railroad workers', 'strikes by coal miners and railroad workers', 'a series of strikes'], 'answer_start': [104, 104, 104, 116, 104]}}"
"{'id': '572649d8f1498d1400e8db38', 'answers': {'text': ['winter of 1973–74', 'over the winter of 1973–74', '1973–74', 'winter of 1973–74', 'the winter of 1973–74'], 'answer_start': [169, 160, 179, 169, 165]}}"
"{'id': '572649d8f1498d1400e8db39', 'answers': {'text': ['Germany', 'Germany', 'Italy', 'Norway'], 'answer_start': [325, 325, 334, 357]}}"
"{'id': '572649d8f1498d1400e8db3a', 'answers': {'text': ['Sweden', 'Sweden', 'Sweden', 'Sweden', 'Sweden'], 'answer_start': [411, 411, 411, 411, 411]}}"
"{'id': '57264cac708984140094c1b3', 'answers': {'text': ['Price controls', 'Price controls', 'Price controls', 'Price controls', 'Price controls'], 'answer_start': [0, 0, 0, 0, 0]}}"
"{'id': '57264cac708984140094c1b4', 'answers': {'text': ['encourage investment', 'to encourage investment', 'to encourage investment', 'to encourage investment', 'The system limited the price of ""old oil""'], 'answer_start': [200, 197, 197, 197, 49]}}"
"{'id': '57264cac708984140094c1b5', 'answers': {'text': ['Price controls', 'Price controls', 'promote oil exploration', 'discouraged development of alternative energies', 'The system limited the price of ""old oil""'], 'answer_start': [0, 0, 394, 315, 49]}}"
"{'id': '57264cac708984140094c1b7', 'answers': {'text': ['rationing', 'rationing', 'rationing', 'rationing', 'rationing'], 'answer_start': [445, 445, 445, 445, 445]}}"
"{'id': '57264d9edd62a815002e80fe', 'answers': {'text': ['William E. Simon', 'William E. Simon', 'William E. Simon', 'William E. Simon', 'William E. Simon'], 'answer_start': [21, 21, 21, 21, 21]}}"
"{'id': '57264d9edd62a815002e80ff', 'answers': {'text': ['In 1973', '1973', '1973', '1973', '1973'], 'answer_start': [0, 3, 3, 3, 3]}}"
"{'id': '57264d9edd62a815002e8100', 'answers': {'text': ['coordinate the response to the embargo', 'to coordinate the response to the embargo', 'to coordinate the response to the embargo', 'to coordinate the response to the embargo', 'to coordinate the response to the embargo'], 'answer_start': [132, 129, 129, 129, 129]}}"
"{'id': '57264d9edd62a815002e8101', 'answers': {'text': ['last week of February 1974,', '20%', '20', '20%', '20%'], 'answer_start': [445, 473, 473, 473, 473]}}"
"{'id': '57264efddd62a815002e8134', 'answers': {'text': ['55 mph', '55 mph', '55 mph', '55 mph', '55 mph'], 'answer_start': [70, 70, 70, 70, 70]}}"
"{'id': '57264efddd62a815002e8135', 'answers': {'text': ['Emergency Highway Energy Conservation Act', 'Emergency Highway Energy Conservation Act', 'Emergency Highway Energy Conservation Act', 'Emergency Highway Energy Conservation Act', 'Emergency Highway Energy Conservation Act'], 'answer_start': [117, 117, 117, 117, 117]}}"
"{'id': '57264efddd62a815002e8136', 'answers': {'text': ['Bill Clinton', 'Bill Clinton', 'Bill Clinton', 'Bill Clinton', 'Bill Clinton'], 'answer_start': [370, 370, 370, 370, 370]}}"
"{'id': '57264efddd62a815002e8137', 'answers': {'text': ['November 28, 1995', 'November 28, 1995', 'November 28, 1995', 'November 28, 1995', 'November 28, 1995'], 'answer_start': [351, 351, 351, 351, 351]}}"
"{'id': '57264efddd62a815002e8138', 'answers': {'text': ['1977', '1977', '1977', '1977', '1977'], 'answer_start': [229, 229, 229, 229, 229]}}"
"{'id': '572650325951b619008f6fa9', 'answers': {'text': ['energy crisis', 'The energy crisis', 'energy crisis', 'energy crisis', 'The energy crisis'], 'answer_start': [4, 0, 4, 4, 0]}}"
"{'id': '572650325951b619008f6faa', 'answers': {'text': ['market and technology realities', 'market and technology realities', 'market and technology realities', 'market and technology realities', 'market and technology realities'], 'answer_start': [290, 290, 290, 290, 290]}}"
"{'id': '572650325951b619008f6fab', 'answers': {'text': ['congresses and presidents', 'congresses and presidents', 'congresses and presidents', 'congresses and presidents', 'congresses and presidents'], 'answer_start': [452, 452, 452, 452, 452]}}"
"{'id': '57265200708984140094c237', 'answers': {'text': ['U.S', 'U.S.', 'U.S.', 'U.S', 'the U.S.'], 'answer_start': [50, 50, 50, 50, 46]}}"
"{'id': '57265200708984140094c238', 'answers': {'text': ['British Prime Minister Edward Heath', 'British', 'British', 'British'], 'answer_start': [523, 523, 363, 363]}}"
"{'id': '57265200708984140094c239', 'answers': {'text': ['10 years', '10 years', '10 years', '10 years', '10 years'], 'answer_start': [1121, 1121, 1121, 1121, 1121]}}"
"{'id': '57265200708984140094c23a', 'answers': {'text': ['Arabs and much of the rest of the Third World', 'the Arabs and much of the rest of the Third World', 'Arabs', 'Arabs and much of the rest of the Third World', 'the Arabs and much of the rest of the Third World'], 'answer_start': [1230, 1226, 1230, 1230, 1226]}}"
"{'id': '57265360dd62a815002e819a', 'answers': {'text': ['Japan', 'Japan', 'Japan', 'Japan', 'Japan'], 'answer_start': [60, 60, 60, 60, 60]}}"
"{'id': '57265360dd62a815002e819b', 'answers': {'text': ['71%', '71%', '71', '71%', '71%'], 'answer_start': [110, 110, 110, 110, 110]}}"
"{'id': '57265360dd62a815002e819c', 'answers': {'text': ['5% production cut', 'declared Japan a ""nonfriendly"" country', 'declared Japan a ""nonfriendly"" country', 'declared Japan a ""nonfriendly"" country', 'declared Japan a ""nonfriendly"" country'], 'answer_start': [330, 224, 224, 224, 224]}}"
"{'id': '57265360dd62a815002e819d', 'answers': {'text': ['November 22', 'November 22', 'November 22', 'November 22,', 'November 22'], 'answer_start': [381, 381, 381, 381, 381]}}"
"{'id': '57265360dd62a815002e819e', 'answers': {'text': ['December 25', 'December 25', 'December 25', 'December 25', 'December 25'], 'answer_start': [643, 643, 643, 643, 643]}}"
"{'id': '57265526708984140094c2bd', 'answers': {'text': [""USSR's invasion"", 'Afghanistan', ""USSR's"", 'USSR', 'Afghanistan'], 'answer_start': [4, 23, 4, 4, 23]}}"
"{'id': '57265526708984140094c2be', 'answers': {'text': ['Saudi Arabia and Iran', 'Saudi Arabia and Iran', 'Saudi Arabia and Iran', 'Saudi Arabia and Iran', 'Saudi Arabia and Iran'], 'answer_start': [175, 175, 175, 175, 175]}}"
"{'id': '57265526708984140094c2bf', 'answers': {'text': ['Saudi Arabia', 'Saudi Arabia', 'Saudi Arabia', 'Saudi Arabia', 'Saudi Arabia'], 'answer_start': [175, 175, 175, 175, 175]}}"
"{'id': '57265526708984140094c2c0', 'answers': {'text': ['January 1979', '1979', '1979', '1979', 'January 1979'], 'answer_start': [696, 1296, 704, 704, 696]}}"
"{'id': '57265526708984140094c2c1', 'answers': {'text': ['November 1979', 'November 1979', 'November 1979', 'November 1979', 'November 1979'], 'answer_start': [1287, 1287, 1287, 1287, 1287]}}"
"{'id': '5726581fdd62a815002e823a', 'answers': {'text': ['large cars', 'large', 'large', 'large'], 'answer_start': [34, 34, 34, 34]}}"
"{'id': '5726581fdd62a815002e823b', 'answers': {'text': ['Japanese imports', 'Japan', 'Japanese', 'Japanese', 'Japanese'], 'answer_start': [46, 46, 399, 399, 46]}}"
"{'id': '5726581fdd62a815002e823c', 'answers': {'text': ['V8 and six cylinder engines', 'V8 and six cylinder', 'V8 and six cylinder', 'V8 and six cylinder', 'V8 and six cylinder'], 'answer_start': [370, 370, 370, 370, 370]}}"
"{'id': '5726581fdd62a815002e823d', 'answers': {'text': ['Japan', 'Japan', 'Japanese', 'Japanese', 'Japanese'], 'answer_start': [399, 399, 399, 399, 46]}}"
"{'id': '572659535951b619008f703f', 'answers': {'text': ['A decade after the 1973', '1981', '1981', 'A decade after the 1973 oil crisis', '1981'], 'answer_start': [413, 491, 491, 413, 491]}}"
"{'id': '572659535951b619008f7040', 'answers': {'text': ['Toyota Corona Mark II', 'Corona Mark II', 'Toyota Corona Mark II', 'Corona Mark II'], 'answer_start': [153, 160, 153, 160]}}"
"{'id': '572659535951b619008f7041', 'answers': {'text': ['power steering', 'air conditioning', 'air conditioning', 'power windows'], 'answer_start': [295, 277, 277, 334]}}"
"{'id': '572659535951b619008f7042', 'answers': {'text': ['Lexus', 'Lexus', 'Lexus', 'Acura', 'Lexus'], 'answer_start': [598, 598, 598, 591, 598]}}"
"{'id': '57265a58dd62a815002e8270', 'answers': {'text': ['Toyota Hilux', 'Hilux', 'Hilux', 'Toyota Hilux', 'Hilux'], 'answer_start': [44, 51, 51, 44, 51]}}"
"{'id': '57265a58dd62a815002e8271', 'answers': {'text': ['Dodge D-50', 'Dodge D-50', 'Dodge D-50', 'Dodge D-50', 'Dodge D-50'], 'answer_start': [208, 208, 208, 208, 208]}}"
"{'id': '57265a58dd62a815002e8272', 'answers': {'text': ['Ford, Chrysler, and GM', 'Ford, Chrysler, and GM', 'Ford, Chrysler, and GM, respectively', 'Ford', 'Ford, Chrysler, and GM'], 'answer_start': [309, 309, 309, 309, 309]}}"
"{'id': '57265a58dd62a815002e8273', 'answers': {'text': ['captive import policy', 'captive import', 'captive import', 'captive import', 'captive import'], 'answer_start': [485, 485, 485, 485, 485]}}"
"{'id': '57265bdfdd62a815002e829e', 'answers': {'text': ['An increase in imported cars', 'An increase in imported cars into North America', 'An increase in imported cars into North America', 'An increase in imported cars', 'An increase in imported cars'], 'answer_start': [0, 0, 0, 0, 0]}}"
"{'id': '57265bdfdd62a815002e829f', 'answers': {'text': ['at least four passengers', 'four', 'at least four passengers', 'at least four', 'four'], 'answer_start': [291, 300, 291, 291, 300]}}"
"{'id': '57265bdfdd62a815002e82a0', 'answers': {'text': ['1985', '1985', '1985', '1985', '1985'], 'answer_start': [338, 338, 338, 338, 338]}}"
"{'id': '57265bdfdd62a815002e82a1', 'answers': {'text': ['Lincoln Continental,', 'Cadillac DeVille', 'Cadillac DeVille', 'Cadillac DeVille'], 'answer_start': [720, 658, 658, 658]}}"
"{'id': '57265bdfdd62a815002e82a2', 'answers': {'text': ['Chevrolet Bel Air', 'lower price models such as the Chevrolet Bel Air, and Ford Galaxie 500', 'lower price models', 'Chevrolet Bel Air, and Ford Galaxie 500', 'Chevrolet Bel Air, and Ford Galaxie 500'], 'answer_start': [921, 890, 890, 921, 921]}}"
"{'id': '57265ceddd62a815002e82b8', 'answers': {'text': ['1979', '1979', '1979', '1979', '1979'], 'answer_start': [275, 275, 275, 275, 275]}}"
"{'id': '57265ceddd62a815002e82b9', 'answers': {'text': ['1981', '1981', '1981', '1981', '1981'], 'answer_start': [469, 469, 469, 469, 469]}}"
"{'id': '57265ceddd62a815002e82ba', 'answers': {'text': ['Mustang I', 'the 1974 Mustang I', 'Mustang I', '1974 Mustang I', '1974 Mustang I'], 'answer_start': [141, 132, 141, 136, 136]}}"
"{'id': '57265e11708984140094c3bb', 'answers': {'text': ['1981', '1981', '1981', '1981', '1981'], 'answer_start': [47, 47, 47, 47, 47]}}"
"{'id': '57265e11708984140094c3bc', 'answers': {'text': ['1980s', 'during the 1980s', '1980s', '1980s', '1980s'], 'answer_start': [419, 408, 419, 419, 419]}}"
"{'id': '57265e11708984140094c3bd', 'answers': {'text': ['recover market share', 'trying to recover market share', 'recover market share', 'to recover market share', 'recover market share'], 'answer_start': [185, 175, 185, 182, 185]}}"
"{'id': '57265e11708984140094c3be', 'answers': {'text': ['nearly $40 per barrel', 'nearly $40 per barrel', '$40 per barrel', '$40 per barrel', '$40 per barrel'], 'answer_start': [375, 375, 382, 382, 382]}}"
"{'id': '5725b41838643c19005acb7f', 'answers': {'text': ['Project Mercury', 'spacecraft', 'Project Mercury', 'Apollo', 'Project Apollo'], 'answer_start': [361, 328, 361, 4, 34]}}"
"{'id': '5725b41838643c19005acb80', 'answers': {'text': ['National Aeronautics and Space Administration (NASA)', 'National Aeronautics and Space Administration (NASA', 'Apollo', 'Project Mercury', 'Apollo program'], 'answer_start': [123, 123, 4, 361, 4]}}"
"{'id': '5725b41838643c19005acb81', 'answers': {'text': ['1968', '1969', '1962', '1968', '1969'], 'answer_start': [752, 238, 701, 752, 238]}}"
"{'id': '5725b41838643c19005acb82', 'answers': {'text': ['Dwight D. Eisenhower', ""John F. Kennedy's"", ""John F. Kennedy's"", 'Dwight D. Eisenhower', 'Dwight D. Eisenhower'], 'answer_start': [275, 457, 457, 275, 275]}}"
"{'id': '5725b41838643c19005acb83', 'answers': {'text': ['two', 'rst', 'two', 'two', 'two-man'], 'answer_start': [677, 393, 677, 677, 677]}}"
"{'id': '5725b56589a1e219009abd20', 'answers': {'text': ['1961 to 1972', '1961 to 1972', '1961 to 1972', '1961 to 1972', 'Apollo ran from 1961 to 1972'], 'answer_start': [16, 16, 16, 16, 0]}}"
"{'id': '5725b56589a1e219009abd21', 'answers': {'text': ['Gemini program', 'Gemini', 'Gemini', 'Gemini', 'Gemini program'], 'answer_start': [63, 63, 128, 63, 63]}}"
"{'id': '5725b56589a1e219009abd22', 'answers': {'text': ['Soviet Union', 'Apollo Applications Program', 'Soviet Union', 'Soviet Union', 'Soviet Union'], 'answer_start': [542, 349, 542, 542, 542]}}"
"{'id': '5725b56589a1e219009abd23', 'answers': {'text': ['Skylab', 'Skylab', 'Skylab', 'Skylab', 'Skylab'], 'answer_start': [397, 397, 397, 397, 397]}}"
"{'id': '5725b64d89a1e219009abd40', 'answers': {'text': ['1967', '1967', '1967', '1967', '1967'], 'answer_start': [107, 107, 107, 107, 107]}}"
"{'id': '5725b64d89a1e219009abd41', 'answers': {'text': ['prelaunch test', 'prelaunch', 'prelaunch test', 'prelaunch test'], 'answer_start': [169, 169, 169, 169]}}"
"{'id': '5725b64d89a1e219009abd42', 'answers': {'text': ['Budget cuts', 'oxygen tank explosion', 'Budget cuts', 'Budget cuts', 'Budget cuts'], 'answer_start': [347, 513, 347, 347, 347]}}"
"{'id': '5725b64d89a1e219009abd43', 'answers': {'text': ['Five', 'six', 'Five', 'Five', 'Five of the remaining six missions'], 'answer_start': [402, 424, 402, 402, 402]}}"
"{'id': '5725b64d89a1e219009abd44', 'answers': {'text': ['oxygen tank explosion in transit to the Moon', ""disabled the command spacecraft's propulsion and life support"", 'oxygen tank explosion in transit to the Moon', 'oxygen tank explosion', 'oxygen tank explosion in transit'], 'answer_start': [513, 565, 513, 513, 513]}}"
"{'id': '5725b77889a1e219009abd54', 'answers': {'text': ['Apollo 8', 'Apollo 8', 'Apollo 8', 'Apollo 8', 'Apollo 8'], 'answer_start': [122, 122, 122, 122, 122]}}"
"{'id': '5725b77889a1e219009abd55', 'answers': {'text': ['Apollo 17', 'Apollo 17', 'Apollo 17', 'Apollo 17', 'Apollo 17'], 'answer_start': [212, 212, 212, 212, 212]}}"
"{'id': '5725b77889a1e219009abd56', 'answers': {'text': ['382 kg', '382', '382', '382', '382 kg'], 'answer_start': [346, 346, 346, 346, 346]}}"
"{'id': '5725b77889a1e219009abd57', 'answers': {'text': ['avionics, telecommunications, and computers', ""NASA's current human spaceflight capability, and funded construction of its Johnson Space Center and Kennedy Space Center"", 'avionics, telecommunications, and computers', 'avionics, telecommunications, and computers.', 'rocketry and manned spaceflight, including avionics, telecommunications, and computers'], 'answer_start': [753, 516, 753, 753, 710]}}"
"{'id': '5725b888ec44d21400f3d453', 'answers': {'text': ['one', 'three', 'one', 'one', 'one astronaut'], 'answer_start': [165, 234, 165, 165, 165]}}"
"{'id': '5725b888ec44d21400f3d454', 'answers': {'text': ['three', 'three', 'three', 'three astronauts'], 'answer_start': [234, 234, 234, 234]}}"
"{'id': '5725b888ec44d21400f3d455', 'answers': {'text': ['Abe Silverstein', 'Abe Silverstein', 'Abe Silverstein', 'Abe Silverstein', 'NASA manager Abe Silverstein'], 'answer_start': [458, 458, 458, 458, 445]}}"
"{'id': '5725b888ec44d21400f3d457', 'answers': {'text': ['manned lunar landings', 'manned lunar landings', 'lunar landings', 'ferrying crews to a space station, circumlunar flights, and eventual manned lunar landings'], 'answer_start': [348, 348, 355, 279]}}"
"{'id': '5725b888ec44d21400f3d456', 'answers': {'text': ['early 1960', '1960', '1960', '1960', 'early 1960'], 'answer_start': [73, 605, 605, 79, 73]}}"
"{'id': '5725ba5038643c19005acbe7', 'answers': {'text': ['1960', '1960', '1960', '1960', 'July 1960'], 'answer_start': [8, 8, 8, 8, 3]}}"
"{'id': '5725ba5038643c19005acbe8', 'answers': {'text': ['Maxime Faget', 'Hugh L. Dryden', 'Maxime Faget', 'Maxime Faget', 'Maxime Faget'], 'answer_start': [617, 40, 617, 617, 617]}}"
"{'id': '5725ba5038643c19005acbe9', 'answers': {'text': ['three', 'three', 'three', 'three', 'three study contracts'], 'answer_start': [426, 426, 426, 426, 426]}}"
"{'id': '5725ba5038643c19005acbea', 'answers': {'text': ['Hugh L. Dryden', 'Maxime Faget', 'Hugh L. Dryden', 'Hugh L. Dryden', 'Hugh L. Dryden'], 'answer_start': [40, 617, 40, 40, 40]}}"
"{'id': '5725bb34271a42140099d0c7', 'answers': {'text': ['John F. Kennedy', 'John F. Kennedy', 'John F. Kennedy', ', John F. Kennedy', 'John F. Kennedy'], 'answer_start': [18, 18, 18, 16, 18]}}"
"{'id': '5725bb34271a42140099d0c8', 'answers': {'text': ['Soviet Union', 'Soviet Union', 'Soviet Union', 'Soviet Union', 'Soviet Union'], 'answer_start': [117, 117, 117, 117, 117]}}"
"{'id': '5725bb34271a42140099d0c9', 'answers': {'text': ['massive financial commitment', 'massive financial commitment', 'massive financial commitment', 'financial commitment', 'massive financial commitment'], 'answer_start': [789, 789, 789, 797, 789]}}"
"{'id': '5725bb34271a42140099d0ca', 'answers': {'text': ['James E. Webb', 'James E. Webb', 'James E. Webb', 'James E. Webb', 'James E. Webb'], 'answer_start': [903, 903, 903, 903, 903]}}"
"{'id': '5725bb34271a42140099d0cb', 'answers': {'text': ['missile gap', 'first but, first and, first if, but first period', 'missile gap', 'missile gap'], 'answer_start': [257, 518, 257, 257]}}"
"{'id': '5725bc7138643c19005acc1d', 'answers': {'text': ['Yuri Gagarin', 'Yuri Gagarin', 'Yuri Gagarin', 'Yuri Gagarin', 'Yuri Gagarin'], 'answer_start': [36, 36, 36, 36, 36]}}"
"{'id': '5725bc7138643c19005acc1e', 'answers': {'text': ['Soviet Union', 'Soviet', 'Soviet Union', 'Soviet Union', 'Soviet Union'], 'answer_start': [181, 19, 181, 181, 181]}}"
"{'id': '5725bc7138643c19005acc1f', 'answers': {'text': ['one day', 'one', 'one', 'one', 'one day'], 'answer_start': [262, 262, 262, 262, 262]}}"
"{'id': '5725bc7138643c19005acc20', 'answers': {'text': ['refusing to make a commitment', 'refusing to make a commitment', 'refusing to make a commitment', ""refusing to make a commitment on America's response""], 'answer_start': [453, 453, 453, 453]}}"
"{'id': '5725bd4b38643c19005acc31', 'answers': {'text': ['April 20', 'April 20', 'April', 'April', 'April 20'], 'answer_start': [3, 3, 3, 3, 3]}}"
